image_path,cluster_id,label
..\raw_images\img2429_A.jpg,0,Scientific Plots & Charts
..\raw_images\img11592_D.jpg,9,Element Distribution Maps
..\raw_images\img13732_A.jpg,-1,Noise / Mixed
..\raw_images\img9937_H.jpg,-1,Noise / Mixed
..\raw_images\img11427_B.jpg,11,Metallographic Microstructures
..\raw_images\img9640_D.jpg,0,Scientific Plots & Charts
..\raw_images\img5165_A.jpg,8,EBSD Maps
..\raw_images\img1740_B.jpg,0,Scientific Plots & Charts
..\raw_images\img11720_C.jpg,11,Metallographic Microstructures
..\raw_images\img8705_C.jpg,11,Metallographic Microstructures
..\raw_images\img6815_E.jpg,10,Grain Boundary Structures
..\raw_images\img8282_F.jpg,0,Scientific Plots & Charts
..\raw_images\img13398_A.jpg,0,Scientific Plots & Charts
..\raw_images\img3710_C.jpg,0,Scientific Plots & Charts
..\raw_images\img15081_B.jpg,-1,Noise / Mixed
..\raw_images\img6397_single.jpg,0,Scientific Plots & Charts
..\raw_images\img6411_B.jpg,0,Scientific Plots & Charts
..\raw_images\img11847_C.jpg,5,Fracture Cross-Sections
..\raw_images\img105_C_2.jpg,-1,Noise / Mixed
..\raw_images\img7260_A.jpg,0,Scientific Plots & Charts
..\raw_images\img4041_B.jpg,0,Scientific Plots & Charts
..\raw_images\img7051_A.jpg,0,Scientific Plots & Charts
..\raw_images\img11256_C_3.jpg,-1,Noise / Mixed
..\raw_images\img12538_A.jpg,7,SEM Morphology
..\raw_images\img13009_D.jpg,0,Scientific Plots & Charts
..\raw_images\img278_B.jpg,0,Scientific Plots & Charts
..\raw_images\img14051_A.jpg,0,Scientific Plots & Charts
..\raw_images\img1672_B.jpg,0,Scientific Plots & Charts
..\raw_images\img2751_B.jpg,0,Scientific Plots & Charts
..\raw_images\img12351_D.jpg,0,Scientific Plots & Charts
..\raw_images\img1554_C.jpg,11,Metallographic Microstructures
..\raw_images\img9255_A.jpg,6,Atomic-Scale Microscopy
..\raw_images\img15297_A.jpg,0,Scientific Plots & Charts
..\raw_images\img3128_A.jpg,5,Fracture Cross-Sections
..\raw_images\img8552_D.jpg,11,Metallographic Microstructures
..\raw_images\img5986_A_2.jpg,-1,Noise / Mixed
..\raw_images\img7628_B.jpg,8,EBSD Maps
..\raw_images\img1895_single.jpg,0,Scientific Plots & Charts
..\raw_images\img10876_A.jpg,-1,Noise / Mixed
..\raw_images\img5749_D.jpg,7,SEM Morphology
..\raw_images\img5712_A.jpg,0,Scientific Plots & Charts
..\raw_images\img4506_D.jpg,9,Element Distribution Maps
..\raw_images\img8341_C.jpg,0,Scientific Plots & Charts
..\raw_images\img9920_common_3.jpg,0,Scientific Plots & Charts
..\raw_images\img4309_B.jpg,0,Scientific Plots & Charts
..\raw_images\img10833_D.jpg,0,Scientific Plots & Charts
..\raw_images\img12449_A.jpg,11,Metallographic Microstructures
..\raw_images\img11155_single.jpg,0,Scientific Plots & Charts
..\raw_images\img3498_B.jpg,0,Scientific Plots & Charts
..\raw_images\img2899_A.jpg,3,Macroscopic Samples
..\raw_images\img15164_B.jpg,0,Scientific Plots & Charts
..\raw_images\img4908_C.jpg,-1,Noise / Mixed
..\raw_images\img8012_B.jpg,0,Scientific Plots & Charts
..\raw_images\img3630_B.jpg,0,Scientific Plots & Charts
..\raw_images\img6469_H.jpg,9,Element Distribution Maps
..\raw_images\img5617_D.jpg,-1,Noise / Mixed
..\raw_images\img4625_A.jpg,0,Scientific Plots & Charts
..\raw_images\img4343_B.jpg,0,Scientific Plots & Charts
..\raw_images\img13003_N_3.jpg,9,Element Distribution Maps
..\raw_images\img6945_single.jpg,0,Scientific Plots & Charts
..\raw_images\img7403_B.jpg,0,Scientific Plots & Charts
..\raw_images\img305_C.jpg,0,Scientific Plots & Charts
..\raw_images\img9911_E_2.jpg,11,Metallographic Microstructures
..\raw_images\img8671_C.jpg,0,Scientific Plots & Charts
..\raw_images\img15601_A.jpg,11,Metallographic Microstructures
..\raw_images\img14766_D.jpg,11,Metallographic Microstructures
..\raw_images\img12432_G.jpg,-1,Noise / Mixed
..\raw_images\img11185_A.jpg,0,Scientific Plots & Charts
..\raw_images\img14052_single.jpg,0,Scientific Plots & Charts
..\raw_images\img4918_B.jpg,0,Scientific Plots & Charts
..\raw_images\img1808_A.jpg,0,Scientific Plots & Charts
..\raw_images\img10779_D.jpg,0,Scientific Plots & Charts
..\raw_images\img5181_E_2.jpg,-1,Noise / Mixed
..\raw_images\img12483_A.jpg,0,Scientific Plots & Charts
..\raw_images\img13138_E.jpg,11,Metallographic Microstructures
..\raw_images\img10929_A.jpg,0,Scientific Plots & Charts
..\raw_images\img1446_A.jpg,0,Scientific Plots & Charts
..\raw_images\img15269_A.jpg,0,Scientific Plots & Charts
..\raw_images\img13297_B.jpg,0,Scientific Plots & Charts
..\raw_images\img8032_D.jpg,0,Scientific Plots & Charts
..\raw_images\img7620_B.jpg,8,EBSD Maps
..\raw_images\img2679_single.jpg,0,Scientific Plots & Charts
..\raw_images\img12723_A.jpg,0,Scientific Plots & Charts
..\raw_images\img15857_B.jpg,-1,Noise / Mixed
..\raw_images\img2736_C.jpg,0,Scientific Plots & Charts
..\raw_images\img5409_D.jpg,11,Metallographic Microstructures
..\raw_images\img4068_B.jpg,11,Metallographic Microstructures
..\raw_images\img1061_A.jpg,2,Elemental Mapping
..\raw_images\img1643_C.jpg,0,Scientific Plots & Charts
..\raw_images\img6406_A.jpg,3,Macroscopic Samples
..\raw_images\img7966_D.jpg,11,Metallographic Microstructures
..\raw_images\img9960_C.jpg,7,SEM Morphology
..\raw_images\img1464_B.jpg,3,Macroscopic Samples
..\raw_images\img8311_D.jpg,0,Scientific Plots & Charts
..\raw_images\img12348_H.jpg,-1,Noise / Mixed
..\raw_images\img11059_A.jpg,-1,Noise / Mixed
..\raw_images\img13914_D.jpg,0,Scientific Plots & Charts
..\raw_images\img14598_B.jpg,0,Scientific Plots & Charts
..\raw_images\img2189_E.jpg,0,Scientific Plots & Charts
..\raw_images\img13621_B.jpg,1,Diffraction Patterns
..\raw_images\img13349_C.jpg,-1,Noise / Mixed
..\raw_images\img675_I_2.jpg,0,Scientific Plots & Charts
..\raw_images\img7553_single.jpg,0,Scientific Plots & Charts
..\raw_images\img9303_B_2.jpg,-1,Noise / Mixed
..\raw_images\img9396_D.jpg,0,Scientific Plots & Charts
..\raw_images\img9063_D_2.jpg,11,Metallographic Microstructures
..\raw_images\img11670_A.jpg,0,Scientific Plots & Charts
..\raw_images\img11630_B.jpg,0,Scientific Plots & Charts
..\raw_images\img14203_F.jpg,9,Element Distribution Maps
..\raw_images\img9172_B.jpg,11,Metallographic Microstructures
..\raw_images\img13868_B.jpg,0,Scientific Plots & Charts
..\raw_images\img246_A.jpg,0,Scientific Plots & Charts
..\raw_images\img6008_H_2.jpg,11,Metallographic Microstructures
..\raw_images\img15014_B.jpg,0,Scientific Plots & Charts
..\raw_images\img13392_E.jpg,0,Scientific Plots & Charts
..\raw_images\img14195_D.jpg,0,Scientific Plots & Charts
..\raw_images\img12982_single.jpg,0,Scientific Plots & Charts
..\raw_images\img5263_B_2.jpg,0,Scientific Plots & Charts
..\raw_images\img11673_A.jpg,0,Scientific Plots & Charts
..\raw_images\img5205_D.jpg,0,Scientific Plots & Charts
..\raw_images\img12529_B_2.jpg,0,Scientific Plots & Charts
..\raw_images\img2440_C.jpg,11,Metallographic Microstructures
..\raw_images\img8873_A_2.jpg,0,Scientific Plots & Charts
..\raw_images\img3395_D.jpg,0,Scientific Plots & Charts
..\raw_images\img1665_A_2.jpg,8,EBSD Maps
..\raw_images\img7842_F_2.jpg,8,EBSD Maps
..\raw_images\img11453_E.jpg,0,Scientific Plots & Charts
..\raw_images\img10136_F.jpg,11,Metallographic Microstructures
..\raw_images\img7595_single.jpg,0,Scientific Plots & Charts
..\raw_images\img4443_single.jpg,0,Scientific Plots & Charts
..\raw_images\img5635_G_2.jpg,8,EBSD Maps
..\raw_images\img10076_G.jpg,8,EBSD Maps
..\raw_images\img9194_A.jpg,11,Metallographic Microstructures
..\raw_images\img5941_D.jpg,7,SEM Morphology
..\raw_images\img13891_F.jpg,0,Scientific Plots & Charts
..\raw_images\img7171_B_2.jpg,0,Scientific Plots & Charts
..\raw_images\img7539_B.jpg,7,SEM Morphology
..\raw_images\img6824_B.jpg,-1,Noise / Mixed
..\raw_images\img14190_D_2.jpg,0,Scientific Plots & Charts
..\raw_images\img1045_A.jpg,0,Scientific Plots & Charts
..\raw_images\img11912_B.jpg,0,Scientific Plots & Charts
..\raw_images\img13253_I.jpg,11,Metallographic Microstructures
..\raw_images\img14933_D.jpg,-1,Noise / Mixed
..\raw_images\img11748_D.jpg,0,Scientific Plots & Charts
..\raw_images\img6081_F.jpg,0,Scientific Plots & Charts
..\raw_images\img6226_M_2.jpg,9,Element Distribution Maps
..\raw_images\img4522_single.jpg,0,Scientific Plots & Charts
..\raw_images\img12215_A.jpg,0,Scientific Plots & Charts
..\raw_images\img12693_A.jpg,-1,Noise / Mixed
..\raw_images\img7455_B.jpg,-1,Noise / Mixed
..\raw_images\img6873_A.jpg,-1,Noise / Mixed
..\raw_images\img5898_A.jpg,0,Scientific Plots & Charts
..\raw_images\img8329_B.jpg,11,Metallographic Microstructures
..\raw_images\img8149_A.jpg,0,Scientific Plots & Charts
..\raw_images\img2757_B.jpg,0,Scientific Plots & Charts
..\raw_images\img7001_A.jpg,0,Scientific Plots & Charts
..\raw_images\img4985_B.jpg,-1,Noise / Mixed
..\raw_images\img64_B.jpg,11,Metallographic Microstructures
..\raw_images\img8066_D.jpg,0,Scientific Plots & Charts
..\raw_images\img6834_E_2.jpg,0,Scientific Plots & Charts
..\raw_images\img15480_D.jpg,0,Scientific Plots & Charts
..\raw_images\img6196_single.jpg,-1,Noise / Mixed
..\raw_images\img6193_C.jpg,9,Element Distribution Maps
..\raw_images\img7751_G.jpg,9,Element Distribution Maps
..\raw_images\img9074_B_2.jpg,-1,Noise / Mixed
..\raw_images\img2670_single.jpg,-1,Noise / Mixed
..\raw_images\img5646_C.jpg,11,Metallographic Microstructures
..\raw_images\img15618_B.jpg,0,Scientific Plots & Charts
..\raw_images\img15226_A.jpg,0,Scientific Plots & Charts
..\raw_images\img6754_F.jpg,0,Scientific Plots & Charts
..\raw_images\img2523_D.jpg,0,Scientific Plots & Charts
..\raw_images\img7567_C_2.jpg,1,Diffraction Patterns
..\raw_images\img539_single.jpg,0,Scientific Plots & Charts
..\raw_images\img8027_G_2.jpg,11,Metallographic Microstructures
..\raw_images\img4338_A.jpg,11,Metallographic Microstructures
..\raw_images\img9287_D.jpg,-1,Noise / Mixed
..\raw_images\img12089_B.jpg,11,Metallographic Microstructures
..\raw_images\img8260_D.jpg,7,SEM Morphology
..\raw_images\img2979_single.jpg,0,Scientific Plots & Charts
..\raw_images\img14235_B.jpg,0,Scientific Plots & Charts
..\raw_images\img12826_B.jpg,1,Diffraction Patterns
..\raw_images\img12640_B.jpg,11,Metallographic Microstructures
..\raw_images\img2573_E.jpg,6,Atomic-Scale Microscopy
..\raw_images\img9189_A.jpg,-1,Noise / Mixed
..\raw_images\img4650_B.jpg,0,Scientific Plots & Charts
..\raw_images\img15710_A.jpg,11,Metallographic Microstructures
..\raw_images\img15861_F_2.jpg,-1,Noise / Mixed
..\raw_images\img14076_B.jpg,0,Scientific Plots & Charts
..\raw_images\img10494_A_2.jpg,11,Metallographic Microstructures
..\raw_images\img13966_A.jpg,0,Scientific Plots & Charts
..\raw_images\img7748_C_3.jpg,0,Scientific Plots & Charts
..\raw_images\img11333_B.jpg,11,Metallographic Microstructures
..\raw_images\img5635_A.jpg,11,Metallographic Microstructures
..\raw_images\img15061_A.jpg,0,Scientific Plots & Charts
..\raw_images\img13302_A.jpg,0,Scientific Plots & Charts
..\raw_images\img13389_G.jpg,0,Scientific Plots & Charts
..\raw_images\img5940_C_2.jpg,0,Scientific Plots & Charts
..\raw_images\img11748_F.jpg,0,Scientific Plots & Charts
..\raw_images\img14960_B.jpg,0,Scientific Plots & Charts
..\raw_images\img2261_single.jpg,0,Scientific Plots & Charts
..\raw_images\img1373_A.jpg,-1,Noise / Mixed
..\raw_images\img7674_C.jpg,11,Metallographic Microstructures
..\raw_images\img5778_G_3.jpg,-1,Noise / Mixed
..\raw_images\img7734_A.jpg,0,Scientific Plots & Charts
..\raw_images\img8251_C.jpg,0,Scientific Plots & Charts
..\raw_images\img6619_F.jpg,9,Element Distribution Maps
..\raw_images\img1770_single.jpg,0,Scientific Plots & Charts
..\raw_images\img10192_A.jpg,5,Fracture Cross-Sections
..\raw_images\img7150_A.jpg,3,Macroscopic Samples
..\raw_images\img1232_single.jpg,0,Scientific Plots & Charts
..\raw_images\img10315_A.jpg,-1,Noise / Mixed
..\raw_images\img1210_E_3.jpg,0,Scientific Plots & Charts
..\raw_images\img9498_D.jpg,-1,Noise / Mixed
..\raw_images\img6949_D_2.jpg,11,Metallographic Microstructures
..\raw_images\img2475_D.jpg,0,Scientific Plots & Charts
..\raw_images\img13071_E.jpg,0,Scientific Plots & Charts
..\raw_images\img9063_A_2.jpg,-1,Noise / Mixed
..\raw_images\img4868_B.jpg,0,Scientific Plots & Charts
..\raw_images\img5912_F_2.jpg,-1,Noise / Mixed
..\raw_images\img9408_B.jpg,8,EBSD Maps
..\raw_images\img7140_C.jpg,11,Metallographic Microstructures
..\raw_images\img6312_B.jpg,0,Scientific Plots & Charts
..\raw_images\img3019_A.jpg,0,Scientific Plots & Charts
..\raw_images\img1534_A.jpg,0,Scientific Plots & Charts
..\raw_images\img3081_G.jpg,-1,Noise / Mixed
..\raw_images\img7361_B.jpg,2,Elemental Mapping
..\raw_images\img1634_D_2.jpg,11,Metallographic Microstructures
..\raw_images\img11694_single.jpg,-1,Noise / Mixed
..\raw_images\img1228_C.jpg,0,Scientific Plots & Charts
..\raw_images\img15493_A.jpg,0,Scientific Plots & Charts
..\raw_images\img3710_D.jpg,0,Scientific Plots & Charts
..\raw_images\img14547_G.jpg,5,Fracture Cross-Sections
..\raw_images\img13183_B_2.jpg,-1,Noise / Mixed
..\raw_images\img8127_L_3.jpg,8,EBSD Maps
..\raw_images\img2442_C.jpg,0,Scientific Plots & Charts
..\raw_images\img7842_F.jpg,8,EBSD Maps
..\raw_images\img15690_F_2.jpg,11,Metallographic Microstructures
..\raw_images\img3364_single.jpg,0,Scientific Plots & Charts
..\raw_images\img5689_A.jpg,8,EBSD Maps
..\raw_images\img3640_D_2.jpg,-1,Noise / Mixed
..\raw_images\img1551_B.jpg,0,Scientific Plots & Charts
..\raw_images\img7254_A.jpg,0,Scientific Plots & Charts
..\raw_images\img11722_E.jpg,8,EBSD Maps
..\raw_images\img7166_A.jpg,4,Experimental Equipment
..\raw_images\img8392_A.jpg,2,Elemental Mapping
..\raw_images\img5856_E.jpg,0,Scientific Plots & Charts
..\raw_images\img13780_C.jpg,0,Scientific Plots & Charts
..\raw_images\img11772_C_2.jpg,11,Metallographic Microstructures
..\raw_images\img5312_A.jpg,0,Scientific Plots & Charts
..\raw_images\img9614_H.jpg,-1,Noise / Mixed
..\raw_images\img15174_C.jpg,0,Scientific Plots & Charts
..\raw_images\img15045_single.jpg,0,Scientific Plots & Charts
..\raw_images\img7147_single.jpg,0,Scientific Plots & Charts
..\raw_images\img8181_C.jpg,9,Element Distribution Maps
..\raw_images\img5459_B.jpg,0,Scientific Plots & Charts
..\raw_images\img2103_D.jpg,-1,Noise / Mixed
..\raw_images\img1297_B.jpg,9,Element Distribution Maps
..\raw_images\img7455_G.jpg,-1,Noise / Mixed
..\raw_images\img14665_B.jpg,11,Metallographic Microstructures
..\raw_images\img14380_A.jpg,0,Scientific Plots & Charts
..\raw_images\img11955_E.jpg,9,Element Distribution Maps
..\raw_images\img12832_B.jpg,0,Scientific Plots & Charts
..\raw_images\img312_C.jpg,11,Metallographic Microstructures
..\raw_images\img10056_single.jpg,-1,Noise / Mixed
..\raw_images\img14395_A_2.jpg,0,Scientific Plots & Charts
..\raw_images\img3824_A.jpg,-1,Noise / Mixed
..\raw_images\img11489_C.jpg,7,SEM Morphology
..\raw_images\img427_B.jpg,11,Metallographic Microstructures
..\raw_images\img5446_A.jpg,11,Metallographic Microstructures
..\raw_images\img11598_B.jpg,11,Metallographic Microstructures
..\raw_images\img14494_D_2.jpg,0,Scientific Plots & Charts
..\raw_images\img9772_A.jpg,0,Scientific Plots & Charts
..\raw_images\img14324_single.jpg,0,Scientific Plots & Charts
..\raw_images\img13138_A.jpg,0,Scientific Plots & Charts
..\raw_images\img14296_A.jpg,0,Scientific Plots & Charts
..\raw_images\img7021_D_2.jpg,11,Metallographic Microstructures
..\raw_images\img966_B_2.jpg,0,Scientific Plots & Charts
..\raw_images\img15661_D.jpg,0,Scientific Plots & Charts
..\raw_images\img207_E.jpg,8,EBSD Maps
..\raw_images\img13038_H.jpg,8,EBSD Maps
..\raw_images\img4096_A_2.jpg,-1,Noise / Mixed
..\raw_images\img12213_D.jpg,0,Scientific Plots & Charts
..\raw_images\img6963_A.jpg,1,Diffraction Patterns
..\raw_images\img7445_B.jpg,0,Scientific Plots & Charts
..\raw_images\img8180_E_2.jpg,-1,Noise / Mixed
..\raw_images\img8977_B.jpg,0,Scientific Plots & Charts
..\raw_images\img15646_B.jpg,0,Scientific Plots & Charts
..\raw_images\img6589_B.jpg,11,Metallographic Microstructures
..\raw_images\img5958_D.jpg,0,Scientific Plots & Charts
..\raw_images\img6081_E.jpg,11,Metallographic Microstructures
..\raw_images\img12582_D_2.jpg,9,Element Distribution Maps
..\raw_images\img6182_B.jpg,-1,Noise / Mixed
..\raw_images\img4199_B.jpg,0,Scientific Plots & Charts
..\raw_images\img10658_B.jpg,-1,Noise / Mixed
..\raw_images\img13395_M.jpg,0,Scientific Plots & Charts
..\raw_images\img8181_A.jpg,2,Elemental Mapping
..\raw_images\img7760_A.jpg,0,Scientific Plots & Charts
..\raw_images\img14683_single.jpg,0,Scientific Plots & Charts
..\raw_images\img2122_E.jpg,0,Scientific Plots & Charts
..\raw_images\img2032_A.jpg,11,Metallographic Microstructures
..\raw_images\img8916_B.jpg,8,EBSD Maps
..\raw_images\img5248_B.jpg,11,Metallographic Microstructures
..\raw_images\img15302_D.jpg,0,Scientific Plots & Charts
..\raw_images\img11728_B.jpg,10,Grain Boundary Structures
..\raw_images\img1803_D.jpg,0,Scientific Plots & Charts
..\raw_images\img8744_B.jpg,11,Metallographic Microstructures
..\raw_images\img13012_D_3.jpg,-1,Noise / Mixed
..\raw_images\img1614_D.jpg,0,Scientific Plots & Charts
..\raw_images\img4195_C.jpg,-1,Noise / Mixed
..\raw_images\img2550_C_2.jpg,5,Fracture Cross-Sections
..\raw_images\img11471_A.jpg,11,Metallographic Microstructures
..\raw_images\img6484_A.jpg,4,Experimental Equipment
..\raw_images\img9725_B.jpg,0,Scientific Plots & Charts
..\raw_images\img3568_A.jpg,0,Scientific Plots & Charts
..\raw_images\img13481_single.jpg,0,Scientific Plots & Charts
..\raw_images\img3994_B.jpg,11,Metallographic Microstructures
..\raw_images\img7967_E.jpg,-1,Noise / Mixed
..\raw_images\img15260_A.jpg,0,Scientific Plots & Charts
..\raw_images\img6755_A.jpg,7,SEM Morphology
..\raw_images\img7518_E.jpg,11,Metallographic Microstructures
..\raw_images\img4153_single.jpg,11,Metallographic Microstructures
..\raw_images\img2605_M_3.jpg,0,Scientific Plots & Charts
..\raw_images\img7571_B.jpg,0,Scientific Plots & Charts
..\raw_images\img5984_A.jpg,0,Scientific Plots & Charts
..\raw_images\img9036_A.jpg,8,EBSD Maps
..\raw_images\img15744_A.jpg,-1,Noise / Mixed
..\raw_images\img10753_A_2.jpg,0,Scientific Plots & Charts
..\raw_images\img13144_H.jpg,11,Metallographic Microstructures
..\raw_images\img13730_B.jpg,8,EBSD Maps
..\raw_images\img13985_I.jpg,6,Atomic-Scale Microscopy
..\raw_images\img985_C.jpg,0,Scientific Plots & Charts
..\raw_images\img7804_E.jpg,11,Metallographic Microstructures
..\raw_images\img13226_B.jpg,0,Scientific Plots & Charts
..\raw_images\img3396_C.jpg,-1,Noise / Mixed
..\raw_images\img6235_C.jpg,0,Scientific Plots & Charts
..\raw_images\img10497_C.jpg,9,Element Distribution Maps
..\raw_images\img15708_A.jpg,0,Scientific Plots & Charts
..\raw_images\img258_A_2.jpg,8,EBSD Maps
..\raw_images\img15586_B.jpg,4,Experimental Equipment
..\raw_images\img12787_E.jpg,11,Metallographic Microstructures
..\raw_images\img12070_B.jpg,0,Scientific Plots & Charts
..\raw_images\img940_A.jpg,0,Scientific Plots & Charts
..\raw_images\img6972_F.jpg,0,Scientific Plots & Charts
..\raw_images\img5655_E.jpg,9,Element Distribution Maps
..\raw_images\img11654_H_2.jpg,10,Grain Boundary Structures
..\raw_images\img5175_C.jpg,-1,Noise / Mixed
..\raw_images\img1824_B.jpg,0,Scientific Plots & Charts
..\raw_images\img8519_A.jpg,0,Scientific Plots & Charts
..\raw_images\img10041_C.jpg,0,Scientific Plots & Charts
..\raw_images\img9019_D_2.jpg,9,Element Distribution Maps
..\raw_images\img10378_A.jpg,0,Scientific Plots & Charts
..\raw_images\img15118_single.jpg,0,Scientific Plots & Charts
..\raw_images\img1699_C_2.jpg,0,Scientific Plots & Charts
..\raw_images\img9897_A.jpg,11,Metallographic Microstructures
..\raw_images\img12166_C.jpg,1,Diffraction Patterns
..\raw_images\img15239_A.jpg,-1,Noise / Mixed
..\raw_images\img4555_A.jpg,3,Macroscopic Samples
..\raw_images\img3059_F.jpg,11,Metallographic Microstructures
..\raw_images\img13639_B.jpg,9,Element Distribution Maps
..\raw_images\img4689_single.jpg,2,Elemental Mapping
..\raw_images\img5951_D.jpg,0,Scientific Plots & Charts
..\raw_images\img3277_B.jpg,0,Scientific Plots & Charts
..\raw_images\img1722_D_2.jpg,9,Element Distribution Maps
..\raw_images\img4049_single.jpg,0,Scientific Plots & Charts
..\raw_images\img14673_E_3.jpg,3,Macroscopic Samples
..\raw_images\img1053_single_2.jpg,0,Scientific Plots & Charts
..\raw_images\img13799_A.jpg,0,Scientific Plots & Charts
..\raw_images\img3069_A.jpg,0,Scientific Plots & Charts
..\raw_images\img4565_E.jpg,0,Scientific Plots & Charts
..\raw_images\img12352_G.jpg,-1,Noise / Mixed
..\raw_images\img6100_C_2.jpg,10,Grain Boundary Structures
..\raw_images\img4179_C.jpg,0,Scientific Plots & Charts
..\raw_images\img1182_A.jpg,0,Scientific Plots & Charts
..\raw_images\img13767_H_3.jpg,9,Element Distribution Maps
..\raw_images\img11435_D.jpg,2,Elemental Mapping
..\raw_images\img10775_E.jpg,11,Metallographic Microstructures
..\raw_images\img10829_A.jpg,7,SEM Morphology
..\raw_images\img10161_D.jpg,0,Scientific Plots & Charts
..\raw_images\img14001_C_2.jpg,0,Scientific Plots & Charts
..\raw_images\img8125_E.jpg,0,Scientific Plots & Charts
..\raw_images\img6404_A.jpg,5,Fracture Cross-Sections
..\raw_images\img7163_G.jpg,0,Scientific Plots & Charts
..\raw_images\img6846_C.jpg,11,Metallographic Microstructures
..\raw_images\img5858_D.jpg,0,Scientific Plots & Charts
..\raw_images\img4044_G_2.jpg,11,Metallographic Microstructures
..\raw_images\img4897_B.jpg,0,Scientific Plots & Charts
..\raw_images\img14524_C.jpg,-1,Noise / Mixed
..\raw_images\img4922_G_2.jpg,0,Scientific Plots & Charts
..\raw_images\img9283_D.jpg,-1,Noise / Mixed
..\raw_images\img13051_B.jpg,0,Scientific Plots & Charts
..\raw_images\img5861_B.jpg,0,Scientific Plots & Charts
..\raw_images\img12678_A.jpg,0,Scientific Plots & Charts
..\raw_images\img12140_F.jpg,7,SEM Morphology
..\raw_images\img6110_D.jpg,2,Elemental Mapping
..\raw_images\img1615_D.jpg,0,Scientific Plots & Charts
..\raw_images\img12712_C.jpg,8,EBSD Maps
..\raw_images\img5703_D_3.jpg,0,Scientific Plots & Charts
..\raw_images\img10763_B.jpg,11,Metallographic Microstructures
..\raw_images\img1535_D.jpg,-1,Noise / Mixed
..\raw_images\img607_A.jpg,11,Metallographic Microstructures
..\raw_images\img5936_A.jpg,0,Scientific Plots & Charts
..\raw_images\img14933_B_2.jpg,-1,Noise / Mixed
..\raw_images\img13717_C.jpg,-1,Noise / Mixed
..\raw_images\img7642_D_2.jpg,10,Grain Boundary Structures
..\raw_images\img10226_single.jpg,-1,Noise / Mixed
..\raw_images\img2913_A.jpg,11,Metallographic Microstructures
..\raw_images\img13060_E.jpg,9,Element Distribution Maps
..\raw_images\img6011_C_2.jpg,9,Element Distribution Maps
..\raw_images\img3828_B.jpg,-1,Noise / Mixed
..\raw_images\img15397_A.jpg,0,Scientific Plots & Charts
..\raw_images\img5391_A.jpg,-1,Noise / Mixed
..\raw_images\img3040_C.jpg,0,Scientific Plots & Charts
..\raw_images\img13134_E_2.jpg,1,Diffraction Patterns
..\raw_images\img5554_A.jpg,-1,Noise / Mixed
..\raw_images\img1440_single.jpg,0,Scientific Plots & Charts
..\raw_images\img7951_A.jpg,0,Scientific Plots & Charts
..\raw_images\img3584_F.jpg,0,Scientific Plots & Charts
..\raw_images\img6952_C.jpg,11,Metallographic Microstructures
..\raw_images\img5858_B_2.jpg,0,Scientific Plots & Charts
..\raw_images\img15611_A_2.jpg,0,Scientific Plots & Charts
..\raw_images\img3365_C.jpg,0,Scientific Plots & Charts
..\raw_images\img1269_B.jpg,0,Scientific Plots & Charts
..\raw_images\img11752_B.jpg,11,Metallographic Microstructures
..\raw_images\img2585_A.jpg,11,Metallographic Microstructures
..\raw_images\img5334_C.jpg,11,Metallographic Microstructures
..\raw_images\img5705_E.jpg,0,Scientific Plots & Charts
..\raw_images\img9669_single.jpg,0,Scientific Plots & Charts
..\raw_images\img15843_A.jpg,-1,Noise / Mixed
..\raw_images\img15723_G.jpg,11,Metallographic Microstructures
..\raw_images\img4562_D.jpg,0,Scientific Plots & Charts
..\raw_images\img15746_G_2.jpg,7,SEM Morphology
..\raw_images\img3394_G.jpg,-1,Noise / Mixed
..\raw_images\img2259_C.jpg,11,Metallographic Microstructures
..\raw_images\img13475_E_3.jpg,1,Diffraction Patterns
..\raw_images\img11654_I_2.jpg,0,Scientific Plots & Charts
..\raw_images\img6786_C.jpg,11,Metallographic Microstructures
..\raw_images\img1505_single.jpg,-1,Noise / Mixed
..\raw_images\img7689_A.jpg,0,Scientific Plots & Charts
..\raw_images\img13396_K_4.jpg,-1,Noise / Mixed
..\raw_images\img13089_A.jpg,0,Scientific Plots & Charts
..\raw_images\img6784_D.jpg,9,Element Distribution Maps
..\raw_images\img1078_B.jpg,0,Scientific Plots & Charts
..\raw_images\img9579_G.jpg,-1,Noise / Mixed
..\raw_images\img9187_E.jpg,11,Metallographic Microstructures
..\raw_images\img8043_D.jpg,11,Metallographic Microstructures
..\raw_images\img5645_H.jpg,6,Atomic-Scale Microscopy
..\raw_images\img12113_A.jpg,0,Scientific Plots & Charts
..\raw_images\img13445_B.jpg,-1,Noise / Mixed
..\raw_images\img12352_E.jpg,10,Grain Boundary Structures
..\raw_images\img9100_A_2.jpg,0,Scientific Plots & Charts
..\raw_images\img14989_G.jpg,11,Metallographic Microstructures
..\raw_images\img13752_D.jpg,-1,Noise / Mixed
..\raw_images\img9233_C.jpg,0,Scientific Plots & Charts
..\raw_images\img6686_I.jpg,0,Scientific Plots & Charts
..\raw_images\img6686_D.jpg,0,Scientific Plots & Charts
..\raw_images\img2219_D.jpg,-1,Noise / Mixed
..\raw_images\img12665_C.jpg,8,EBSD Maps
..\raw_images\img2664_A.jpg,0,Scientific Plots & Charts
..\raw_images\img14222_D.jpg,0,Scientific Plots & Charts
..\raw_images\img8745_E.jpg,-1,Noise / Mixed
..\raw_images\img12086_A.jpg,-1,Noise / Mixed
