image_id,panel_suffix,visualization_category,visualization_subtype,image_path,caption,summary
img9905,C,Generic Plot,Ashby Plot,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/img9905_C.jpg,"Specific yield strength versus compressive fracture strain for the AlCr1.3TiNi2 MEA, showing its position within the landscape of known M/HEA materials.","This panel displays the specific yield strength of the AlCr1.3TiNi2 MEA relative to its compressive fracture strain. The plot serves as a comparative tool to assess the weight-normalized strength of the alloy against diverse Co-free and CoFeNi-based M/HEAs, identifying its performance standing within the current materials science literature."
ni_alloy_img24724,B,Electrochemistry,Charge-Discharge Curve,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img24724_B.jpg,Chronopotentiometric stability test of Ni-Fe alloy in 1 M NaOH at a constant current density of 10 mA cm-2 over a 15-hour duration.,"Chronopotentiometric testing at 10 mA cm-2 for 15 hours reveals the potential evolution of the Ni-Fe alloy. The potential starts at 1.68 V, gradually increases to 1.81 V over 20,000 seconds, and eventually stabilizes at a maximum value of 1.82 V, indicating the electrochemical behavior of the catalyst under constant current conditions."
ceramics_prod_img46668,C,Generic Plot,Bar Chart,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img46668_C.jpg,Comparative bar chart displaying the distribution of defect proportions across different size ranges for Group I (before optimization) and Group II (after optimization).,"This bar chart compares the defect proportions across various size ranges for Group I and Group II specimens. It serves to quantify the shift in defect population characteristics, illustrating the transition from larger, interconnected porosity networks to smaller, isolated pores following the optimization of gas flow and specimen positioning."
img7622,B,Mechanical Test,DIC Strain Map,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/img7622_B.jpg,"Strain map and slip trace analysis for lamella II, situated away from the initial crack, at applied strains of 0.50% and 4.55%, demonstrating the absence of slip bands at 0.50% strain.","Slip trace analysis of lamella II, located away from the initial crack, demonstrates distinct mechanical behavior compared to regions near defects. At 0.50% applied strain, no slip bands are observed in this lamella. The panel provides grain orientation, theoretical slip trace projections for various slip systems, and corresponding RDR values."
ceramics_prod_img48540,A,Electrochemistry,Charge-Discharge Curve,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img48540_A.jpg,"Polarization-electric field hysteresis loops for PTO/STO nanocomposites measured under an applied electric field of 0.3 MV/cm, illustrating the charge-discharge behavior and efficiency.","This panel displays the polarization-electric field hysteresis loops for PTO/STO nanocomposites subjected to a 0.3 MV/cm electric field. These loops characterize the charge-discharge efficiency of the material. Results indicate that the highest discharge energy density for these nanocomposites is achieved near the antiferroelectric-ferroelectric transition region, consistent with previous observations."
ni_alloy_img10638,B,Diffraction,Inverse Pole Figure,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img10638_B.jpg,Inverse pole figure map of the T1 alloy following the HT-1 heat treatment process.,"Following the HT-1 heat treatment, the T1 alloy exhibits a modified grain orientation distribution as captured in this inverse pole figure map. This visualization illustrates the microstructural state of the alloy after the first specific heat treatment condition, providing a comparison to the as-built state."
ni_alloy_img30306,single,Magnetic/Electronic,M-T Curve,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img30306_single.jpg,"Temperature-dependent magnetization curves for Ni0.65Zn0.35AlxFe2-xO4 ferrites with varying aluminum substitution levels (x = 0, 0.03, 0.06, 0.09, 0.12), illustrating the determination of Curie temperature.","This plot displays the magnetization behavior of Ni-Zn-Al ferrite samples as a function of temperature. By analyzing these M-T curves, the Curie temperature is estimated for each Al-substituted composition. The data provides insight into how varying aluminum content influences the magnetic transition characteristics of the Ni0.65Zn0.35AlxFe2-xO4 ferrite system."
img12908,B,Microscopy,DF-TEM,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/img12908_B.jpg,"Dark-field TEM micrograph of homogenized Alloy SZ3 displaying a dense distribution of Al3(Sc,Zr) precipitates with smaller diameters of 2–3 nm.","Following homogenization at 350 °C for 24 hours, Alloy SZ3 displays a microstructure characterized by finer and denser Al3(Sc,Zr) precipitates compared to Alloy S3. Dark-field TEM analysis confirms these precipitates have smaller diameters in the range of 2–3 nm, indicating the influence of Zr on precipitate size."
ni_alloy_img13378,D,Mechanical Test,Hardness Map,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img13378_D.jpg,"Vickers microhardness profile along the length of a 3.2 mm diameter SS316 specimen under burn conditions, characterized by an 80 mm burn length.","This plot illustrates the Vickers microhardness profile along the length of a 3.2 mm diameter SS316 specimen under burn conditions, which resulted in an 80 mm burn length. The hardness measurements quantify the mechanical changes within the material, highlighting the significant impact of the combustion process on the specimen's structural integrity."
composite_img43090,B,Diffraction,EBSD Map,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/composite_img43090_B.jpg,"Kernel average misorientation (KAM) map of the VED100 sample, highlighting residual stress concentration at the crack initiation site.","The KAM map for the VED100 sample reveals residual stress concentrations specifically at the crack initiation site, indicated by arrows. This visualization demonstrates how local misorientation correlates with crack formation, providing evidence of the internal stress states that influence the mechanical failure behavior of the VED100 material."
ceramics_prod_img35409,C,Phase/Equilibrium Diagram,CCT Diagram,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img35409_C.jpg,"Continuous Cooling Transformation (CCT) diagram for WAAM Grade 91 steel, calculated using the TCFE9 database, showing transformation temperatures.","The CCT diagram for Grade 91 steel, generated via Thermo-Calc and the TCFE9 database, maps the transformation kinetics during cooling. It identifies critical martensite start and finish temperatures of approximately 364 °C and 269 °C, respectively, corresponding to a 98% austenite transformation, providing essential data for heat-treatment process design."
ceramics_prod_img31542,C,Tomography/3D,3D Reconstruction,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img31542_C.jpg,3D scan image of a metal structure additively manufactured with a 0.6 mm cutting depth using the 3D weaving path.,"This 3D scan image illustrates the metal structure fabricated using the 3D weaving path at a 0.6 mm cutting depth. The scan provides a detailed visualization of the structural geometry, serving as a comparative baseline to evaluate the surface characteristics achieved through this alternative manufacturing approach."
composite_img32723,B,Schematic/Diagram,Mechanism Diagram,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/composite_img32723_B.jpg,Intercellular and immunological regulatory mechanisms depicting how hyperthermia-induced heat shock proteins modulate immune responses across various cell types.,"This schematic summarizes the immunogenic effects of hyperthermia on the tumor microenvironment. It highlights the role of heat shock proteins in enhancing immune responses within macrophages, dendritic cells, natural killer cells, and adaptive immune cells, while detailing the upregulation of signaling molecules like VEGF, iNOS, CXCLs, and various interleukins."
ceramics_prod_img9,single,Simulation,Monte Carlo Result,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img9_single.jpg,Landing site dispersion map calculated via Monte Carlo method for 300 cases with a nominal landing site dispersion parameter of μ(t) = 5 degrees.,"This visualization displays the landing site dispersion calculated using the Monte Carlo method across 300 simulated cases. With a parameter of μ(t) = 5 degrees, the plot illustrates the spatial distribution of nominal landing sites, providing a statistical evaluation of the dispersion outcomes relevant to the trajectory analysis."
composite_img40799,B,Electrochemistry,GITT/PITT Curve,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/composite_img40799_B.jpg,"Normalised permeation current density build-up transient for AM-fabricated AISI 4340 steel specimens tempered at various temperatures in 0.1 M NaOH, featuring experimental data and mathematical fitting curves.","The build-up transient of hydrogen permeation for AM-fabricated AISI 4340 steel is illustrated here across various tempering conditions. The curves, which achieve high fitting accuracy (R2 > 99%), reveal that tempering at 425 °C leads to a notably faster transition to a steady state, characterized by a steeper permeation profile."
ceramics_prod_img19229,B,Machine Learning,Feature Importance Plot,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img19229_B.jpg,"Predicted fatigue life N f versus laser power P, showing a positive effect at low power levels below 250 W and a subsequent decline at higher values.","Laser power P significantly impacts fatigue life, with the BNN model indicating that values below 250 W enhance performance. Predictions extending beyond the TDB range are marked by dashed lines. The trend highlights a critical power threshold where fatigue life begins to decrease, reflecting the sensitivity of the material to processing parameters."
img13033,E,Mechanical Test,DIC Strain Map,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/img13033_E.jpg,T6 solution treated and artificially aged specimen stress–time and strain–time curves with εxx and εyy strain fields during quasi-static compression.,"T6 treated specimens exhibit stress–time and strain–time curves during quasi-static compression, with εxx and εyy strain fields showing an initial elastic stage with minimal gradients. The deformation sequence is similar to other conditions, with the shear component remaining small and no loss of the speckle pattern during testing."
ni_alloy_img2495,B,Magnetic/Electronic,Density of States,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img2495_B.jpg,Projected density of states (PDOS) for the d-band of a labeled Pt atom on a clean Ag-Pt (1 0 0) alloy surface.,"This panel illustrates the PDOS for the d-band of a labeled Pt atom on a clean Ag-Pt (1 0 0) alloy surface. This data serves as a reference for understanding the electronic structure of the alloy surface before CO adsorption, facilitating the subsequent comparison of orbital hybridization and binding strength."
ni_alloy_img12254,A,Microscopy,HAADF-STEM,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img12254_A.jpg,"HAADF-STEM micrograph of the ST/600 °C/1000 h sample, illustrating the overall microstructure and distribution of precipitates.","This HAADF-STEM image displays the microstructure of the ST/600 °C/1000 h sample. The high-angle annular dark-field imaging technique provides contrast based on atomic number, allowing for the visualization of precipitate distribution within the material matrix after the specified thermal treatment process."
ceramics_prod_img34049,C,Schematic/Diagram,Mechanism Diagram,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img34049_C.jpg,"Schematic representation of the 100 mm diameter toolhead interface with the strip, highlighting the largest interaction zone area of approximately 274 mm2.","This schematic shows the 100 mm diameter toolhead interface with the strip. It features the largest interaction zone area of approximately 274 mm2 among the tested toolheads. Due to this increased contact area, the heat input is the highest, significantly influencing the material's deformation state during the FRAM process."
ni_alloy_img24446,C,Microscopy,DF-TEM,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img24446_C.jpg,"Rel-rod dark-field TEM micrograph illustrating faulted dislocation loops in 21Cr32Ni model alloy, with a calculated foil thickness of 104 nm.","This rel-rod dark-field TEM micrograph shows faulted dislocation loops in the 21Cr32Ni model alloy after dual-ion irradiation to 16.6 dpa. The foil thickness is 104 nm. By utilizing rel-rods that originate from stacking faults, the imaging technique effectively isolates and visualizes the faulted loops within the irradiated alloy microstructure."
ni_alloy_img5481,single,Spectroscopy,Raman Spectrum,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img5481_single.jpg,Raman spectra obtained from the cross-section of an air-oxidized A600 specimen compared with reference literature data for Fe(3−x)CrxO4 and Cr2O3.,"Raman spectroscopy of an air-oxidized A600 cross-section reveals the presence of Cr2O3, Fe(3−x)CrxO4, and NiFe2O4 phases. Notable Raman shifts at 552 cm−1 and 689 cm−1, indicated by arrows, facilitate the identification of these oxide species within the Cr-enriched and Ni-Fe-enriched oxidized regions observed in the specimen."
ni_alloy_img2116,E,Spectroscopy,XANES Spectrum,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img2116_E.jpg,"Ni K-edge XANES spectra for CuNi@BNC and CuNi@NC, illustrating the intrinsic valence state of nickel.","The Ni K-edge XANES spectra for the CuNi@BNC and CuNi@NC samples are presented to evaluate the intrinsic valence state of nickel. By analyzing the absorption edge features, the study confirms the electronic environment and oxidation state of nickel within the two distinct catalyst material systems."
composite_img24995,A,Mechanical Test,Wear/Tribology Plot,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/composite_img24995_A.jpg,"Coefficient of friction (COF) evolution over time for AISI 316L samples in as-built (AB), HT1, and HT2 conditions.","This plot illustrates the temporal evolution of the coefficient of friction for AISI 316L stainless steel samples subjected to different heat treatment processes. By comparing the AB, HT1, and HT2 conditions, the graph highlights how specific thermal treatments influence the frictional behavior of the material during tribological testing over time."
ceramics_prod_img60707,B,Microscopy,BF-TEM,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img60707_B.jpg,"Bright-field micrograph of as-built 316L stainless steel at 5% strain, showing significant dislocation density localized at the DCU cell walls.","Captured at 5% strain, this bright-field micrograph reveals the characteristic microstructure of deformed AM 316L. The image demonstrates a high density of dislocations localized at the DCU cell walls, providing evidence of the dislocation accumulation mechanisms occurring within the material during the deformation process."
ceramics_prod_img47694,A,Compositional Map,Elemental Distribution Map,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img47694_A.jpg,"Morphology and elemental distribution of second phase particles in AM-316, showing spherical oxide particles rich in Si and Mn.","This panel displays the morphology and elemental mapping of typical second phase particles in AM-316. These particles are primarily spherical oxides enriched in Si and Mn. The arc melting process leads to a large melt pool and powder bonding, resulting in the accumulation of larger scale defects within the material structure."
ceramics_prod_img56480,B,Simulation,MD Trajectory,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img56480_B.jpg,"Time-dependent MSD profiles for a melted stack of five elemental layers, modeled using Farkas interatomic potentials.","This plot illustrates the atomic dynamics within a melted stack of five elemental layers using Farkas interatomic potentials. Unlike homogeneous samples, the diffusivity in this stacked system varies over time, reflecting the complex intermixing process occurring as the structure evolves during the molecular dynamics simulation of the melt."
ceramics_prod_img40294,F,Diffraction,EBSD Map,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img40294_F.jpg,Local misorientation map of the E3 region displaying the spatial distribution of dislocation density.,"The local misorientation map of the E3 region visualizes the spatial distribution of dislocation density. This map clearly shows the dislocation multiplication resulting from plastic deformation, providing evidence of the microstructural changes occurring in the E3 region after the re-stirring effect of the FSAM process."
ceramics_prod_img34318,A,Schematic/Diagram,Flowchart,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img34318_A.jpg,"Categorization framework for high entropy alloy phases based on existing literature, distinguishing between ordered solid solutions, disordered solid solutions, intermetallic phases, and amorphous structures.","This schematic illustrates the classification of high entropy alloy phases derived from existing literature. It categorizes these materials into four distinct groups: ordered solid solutions with sublattices, disordered solid solutions without sublattices, intermetallic phases containing multiple sublattices, and amorphous phases characterized by the absence of a crystalline structure."
img15014,C,Spectroscopy,XANES Spectrum,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/img15014_C.jpg,Linear combination fitting (LCF) results for Ni2+/Ni species as a function of increasing electrochemical potential.,"Linear combination fitting analysis tracks the evolution of Ni2+/Ni species under increasing electrochemical potential. At pH 7, a significant increase of NiO/Ni(OH)2 is observed at the potential where passivity breakdown and oxygen evolution reaction occur. This panel illustrates the chemical state changes of nickel during the electrochemical polarization process."
composite_img17509,single,Electrochemistry,Nyquist Plot,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/composite_img17509_single.jpg,"Nyquist plot showing the electrochemical impedance spectroscopy (EIS) response of heat-treated samples immersed in S2 solution, featuring experimental data points overlaid with a yellow line representing the electrical equivalent circuit (EEC) model fit.","This Nyquist plot illustrates the electrochemical impedance behavior of heat-treated samples in an S2 solution. The experimental data, plotted as black dots, are compared against a yellow line derived from an EEC model. Two distinct semicircles are visible, indicating specific electrochemical features characteristic of the sample's impedance response."
composite_img25201,B,Compositional Map,Elemental Distribution Map,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/composite_img25201_B.jpg,Elemental distribution map showing the cross-section of the TA15-1 alloy subjected to 200 h of oxidation at 500 °C.,"Oxidation behavior of the TA15-1 alloy is characterized through this cross-sectional elemental map after 200 hours of exposure at 500 °C. The mapping technique is employed to determine the specific distribution of oxides, revealing how the alloying modification influences the elemental composition and oxide formation across the material's cross-section."
ni_alloy_img28184,single,Diffraction,Synchrotron Diffraction,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img28184_single.jpg,"Radial line profile of the 004 diffraction peak for a Ni-based superalloy, showing experimental data points fitted with a multi-Gaussian model and decomposed into individual γ (orange) and γʹ (green) phase contributions.","This radial line profile of the 004 peak in a Ni-based superalloy illustrates the decomposition of experimental diffraction data into distinct γ and γʹ phase sub-profiles. By fitting the raw intensity data against the diffraction vector, the individual contributions of these phases are successfully isolated using a multi-Gaussian function approach."
ceramics_prod_img4219,single,Machine Learning,ROC Curve,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img4219_single.jpg,"Receiver operating characteristic curve evaluating the algorithm's performance in porosity prediction, plotted as true positive rate against false positive rate using average unseen test set metrics without the low-FPS-filter.","This ROC curve demonstrates the feature interpretability of the porosity prediction algorithm. Achieving a high ROC-AUC score of 0.97, the model effectively distinguishes porous pixels from the background. This performance metric confirms the algorithm's high accuracy and its capability to maintain minimal false positive rates during the classification process."
img1987,single,Machine Learning,t-SNE/UMAP/PCA Plot,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/img1987_single.jpg,"Principal component analysis (PCA) scatter plot showing the distribution of ten extracted curve features, with data points color-coded to represent the numerically calculated PLC strength.","This PCA plot visualizes the clustering results of ten extracted curve features, effectively reducing the dimensionality of the dataset. By mapping the numerically calculated PLC strength onto the scatter plot via color coding, the figure illustrates the relationship between the extracted features and the mechanical behavior of the tested curves."
ceramics_prod_img55058,C,Microscopy,STEM,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img55058_C.jpg,"STEM micrograph of the BCC lamellae after CDCT-16 treatment, showing modified precipitate morphology.","Following the CDCT-16 treatment, the STEM image reveals that the nano-precipitates within the BCC structure have evolved. The precipitates now exhibit a more spherical morphology compared to the as-printed state, indicating a significant structural change induced by the thermal processing cycle applied to the material."
ceramics_prod_img64202,A,Machine Learning,Feature Importance Plot,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img64202_A.jpg,"Sobol’ sensitivity indices for alloying elements influencing the γ’ phase fraction in fully-aged alloy 718, highlighting the dominant role of Al and Ti.","This plot displays Sobol’ sensitivity indices for alloying elements affecting the γ’ phase in fully-aged alloy 718. Results indicate that the γ’ phase exhibits strong sensitivity to Al and Ti concentrations. Al is identified as the primary element, accounting for over 80% of the variability in the phase amount."
ni_alloy_img34605,B,Diffraction,Synchrotron Diffraction,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img34605_B.jpg,"SR-PXD Rietveld refinement profile for Mn0.45Fe0.55NiSi0.95Al0.05 at 310 K, featuring indexed tick marks for TiNiSi orth., Ni2In hex., and MgZn2 phases.","SR-PXD Rietveld refinement for Mn0.45Fe0.55NiSi0.95Al0.05 at 310 K is shown. The pattern includes indexed tick marks for TiNiSi orth., Ni2In hex., and MgZn2 phases. Joint refinement with PND data at 310 K allows for accurate structure modeling and determination of Fe occupancies in the M and M' sites."
ni_alloy_img3899,single,Crystal Structure,Atomic Model,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img3899_single.jpg,"Schematic representation of the body-centered cubic (bcc) lattice subdivided into four distinct, interpenetrating fcc sublattices, labeled I through IV.","This schematic illustrates the fundamental bcc lattice structure, which is partitioned into four interpenetrating fcc sublattices (I to IV). These sublattices serve as a geometric framework for describing complex superstructures, such as the L21 phase, where specific atomic species like Al, Ni, and Cu occupy distinct lattice sites."
ceramics_prod_img6160,A,Magnetic/Electronic,I-V Curve,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img6160_A.jpg,Current-voltage (I-V) characteristics of the KC200GT device measured across a range of operating temperatures.,"This panel displays the current-voltage (I-V) characteristics of the KC200GT device. The data illustrates how the electrical response of the material varies under different temperature conditions, providing insight into the device's performance stability and electronic behavior as influenced by thermal changes during operation."
ceramics_prod_img50337,C,Photograph,Equipment Photo,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img50337_C.jpg,"Stress relaxation test setup for Elastic 50A material using a Zwick/Roell Z100THW universal material tester, featuring two V-shaped extensometers that track specimen elongation during tensile loading.","This image illustrates the stress relaxation test configuration for Elastic 50A material using the Zwick/Roell Z100THW universal tester. The setup incorporates two V-shaped extensometers that close during the procedure, precisely monitoring the elongation of the specimen to determine the material's stress relaxation characteristics under a controlled load."
ni_alloy_img21017,A,Electrochemistry,C-V Curve,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img21017_A.jpg,Mott-Schottky plot showing the inverse square capacitance versus applied potential for the base Fe-based alloy passive film in 3.5 wt% NaCl solution.,"This Mott-Schottky plot characterizes the semiconductor properties of the passive film formed on the base Fe-based alloy. Measurements were conducted at applied potentials of 0, 0.3, 0.6, and 0.9 V SCE. The slope of the linear region is used to determine the donor density (ND) of the passive film."
ceramics_prod_img668,D,Optical/Photonic,Absorbance Spectrum,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img668_D.jpg,"Laser absorptivity of GO, GO/Ti1553, and Ti1553 powders plotted against laser wavelength, showing an increase from 69.8% to 77.6% for the composite at 1070 nm.","This plot displays the laser absorptivity of GO, GO/Ti1553, and Ti1553 powders across various wavelengths. The high laser absorptivity of GO sheets (87.5%) significantly enhances the overall absorptivity of the Ti1553 powder bed, increasing it from 69.8% to 77.6% at the 1070 nm wavelength used in L-PBF."
ni_alloy_img14698,B,Simulation,FEA/FEM Result,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img14698_B.jpg,"Numerically reconstructed displacement field (u1, u2) showing the interior nodes calculated via finite element shape functions, with a red box indicating the far-field boundary where mode I-dominant elastic conditions are assumed.","The displacement field (u1, u2) is reconstructed numerically using finite element derivative shape functions. The red box highlights the far-field boundary, which is positioned sufficiently far from the plastic zone to satisfy the mode I-dominant elastic regime, providing the necessary interior node data for subsequent cohesive zone analysis."
ceramics_prod_img10629,D,Spectroscopy,UV-Vis Spectrum,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img10629_D.jpg,Time-dependent UV-vis absorption spectra of MBT during the photodegradation process using 0.05 HAPA-CN under visible light irradiation in the absence of persulfate.,"This panel shows the UV-vis absorption spectra of MBT over time using 0.05 HAPA-CN without PS. The gradual decrease in absorbance peaks indicates the photodegradation of MBT molecules under visible light, providing a baseline for the catalytic activity of the 0.05 HAPA-CN material in the absence of additional oxidizing agents."
ni_alloy_img1642,D,Generic Plot,Contour Plot,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img1642_D.jpg,"Random scan strategy with a disorder parameter of n_ord=0.01, shown as a coloured contour plot indicating stochastic spot placement.","This panel presents a coloured contour plot of the random multi-spot scan strategy characterized by a disorder parameter of n_ord=0.01. The visualization demonstrates the stochastic nature of the spot placement, providing a comparative view of how random variations influence the overall scan pattern during material processing."
ceramics_prod_img5671,J,Microscopy,HAADF-STEM,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img5671_J.jpg,Magnified HAADF-STEM view of the α′-Fe/θ-Fe3C interface showing atomic configurations.,"This magnified HAADF-STEM view focuses on the atomic configurations across the interface between the α′-Fe matrix and the θ-Fe3C phase. By measuring the interplanar spacings of the atomic planes, this analysis assesses the interfacial coherency, revealing a semi-coherent interface between the matrix and the cementite."
composite_img24760,A,Electrochemistry,Polarization Curve,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/composite_img24760_A.jpg,Dynamic polarization curve of LPBFed Ti-xCu alloys after 1 hour of immersion in simulated saliva fluid.,"This panel displays the dynamic polarization curve for LPBFed Ti-xCu alloys following a 1-hour immersion in simulated saliva. Electrochemical parameters, specifically Ecorr and Icorr, are derived from this data via Tafel extrapolation. These values are critical for evaluating the corrosion resistance of the material in the specified physiological environment."
img5490,B,Machine Learning,Feature Importance Plot,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/img5490_B.jpg,Impact of aluminum (Al) element removal on the overall model prediction results.,"This panel demonstrates the sensitivity of the model to the aluminum element. When Al is excluded from the removal model, the overall prediction results exhibit a downward shift. This indicates that aluminum plays a significant role in the model's ability to accurately predict the phase transformation points of titanium alloys."
ni_alloy_img19425,A,Diffraction,SAED,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img19425_A.jpg,Selected area electron diffraction pattern of the TCP P-phase in the 3Ru degraded sample viewed along the [011] zone axis.,"This panel displays the selected area electron diffraction pattern of the TCP P-phase within a 3Ru degraded sample. The pattern is indexed for the [011] observation direction, confirming the presence of the P-phase. The lattice parameters for this phase are determined to be a = 16.57 Å, b = 4.64 Å, and c = 9.65 Å."
img5765,B,Electrochemistry,C-V Curve,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/img5765_B.jpg,"Magnified inset highlighting the linear region of the Mott-Schottky plots for the Ti–45Nb and Ga-containing alloy passive films, facilitating the extraction of semiconductor parameters from the capacitance data.","This inset provides a detailed view of the linear region within the Mott-Schottky plots for the passive films on Ti–45Nb and Ga-modified alloys. Focusing on this specific range allows for a more precise analysis of the linear slope, which is essential for calculating the electronic properties of the films."
ni_alloy_img11321,single,Phase/Equilibrium Diagram,Ternary Phase Diagram,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img11321_single.jpg,Ternary Ni-Cr-Al phase diagram at 1200 °C showing the Ni-rich corner with experimental alloy compositions.,"This ternary phase diagram illustrates the Ni-rich corner of the Ni-Cr-Al system at 1200 °C, calculated using the CALPHAD method. It highlights the specific nominal compositions of the alloys utilized in the experiment, with grey regions indicating two-phase fields, providing a clear thermodynamic context for the selected material compositions."
ni_alloy_img23416,C,Spectroscopy,XPS Spectrum,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ni_alloy_img23416_C.jpg,High-resolution Cu2p XPS spectrum of the surface corrosion product film on specimen A6 after 21 days of immersion.,Shown is the high-resolution Cu2p XPS spectrum for specimen A6 after 21 days of immersion. The spectrum was analyzed using Avantage software to perform curve fitting and peak identification. This characterization of the surface corrosion product film supports the established reaction pathways observed in parallel XRD and Al2p XPS analyses.
ceramics_prod_img1237,B,Generic Plot,Radar Chart,/mnt/home2/home/subham_g1/subham_CMEG/materials_project/Full_data/data/raw/images/ceramics_prod_img1237_B.jpg,"Yield stress values for varying face-to-core ratio composites, displayed as a percentage of the monolithic core material performance.","Yield stress values for multi-material composites with face-to-core ratios from 0 to 0.8 are visualized using a radar plot. The data indicates performance relative to the monolithic core material, providing a consistent basis for material selection. These results highlight the mechanical performance of the samples under flexural loading conditions."
